Token: VAL | Lexema: val | Linea: 8
Token: NOT | Lexema: Σ | Linea: 223
Token: PAR_INI | Lexema: є: | Linea: 223
Token: ID | Lexema: estado | Linea: 223
Token: PAR_FIN | Lexema: :э | Linea: 223
Token: FIN_EXPR | Lexema: » | Linea: 223
Token: RETURN | Lexema: return | Linea: 225
Token: ID | Lexema: resultado | Linea: 225
Token: FIN_EXPR | Lexema: » | Linea: 225
Token: BLOQUE_FIN | Lexema: :? | Linea: 227
Token: INT | Lexema: int | Linea: 233
Token: ID | Lexema: solicitarNumero | Linea: 233
Token: PAR_INI | Lexema: є: | Linea: 233
Token: PAR_FIN | Lexema: :э | Linea: 233
Token: BLOQUE_INI | Lexema: ¿: | Linea: 233
Token: VAL | Lexema: val | Linea: 235
Token: INT | Lexema: int | Linea: 235
Token: ID | Lexema: numero | Linea: 235
Token: FIN_EXPR | Lexema: » | Linea: 235
Token: WRITE | Lexema: write | Linea: 237
Token: PAR_INI | Lexema: є: | Linea: 237
Token: LIT_STRING | Lexema: "IngreseNumero" | Linea: 237
Token: PAR_FIN | Lexema: :э | Linea: 237
Token: FIN_EXPR | Lexema: » | Linea: 237
Token: READ | Lexema: read | Linea: 239
Token: PAR_INI | Lexema: є: | Linea: 239
Token: ID | Lexema: numero | Linea: 239
Token: PAR_FIN | Lexema: :э | Linea: 239
Token: FIN_EXPR | Lexema: » | Linea: 239
Token: WRITE | Lexema: write | Linea: 241
Token: PAR_INI | Lexema: є: | Linea: 241
Token: ID | Lexema: numero | Linea: 241
Token: PAR_FIN | Lexema: :э | Linea: 241
Token: FIN_EXPR | Lexema: » | Linea: 241
Token: RETURN | Lexema: return | Linea: 243
Token: ID | Lexema: numero | Linea: 243
Token: FIN_EXPR | Lexema: » | Linea: 243
Token: BLOQUE_FIN | Lexema: :? | Linea: 245
Token: INT | Lexema: int | Linea: 251
Token: ID | Lexema: buscarLimite | Linea: 251
Token: PAR_INI | Lexema: є: | Linea: 251
Token: INT | Lexema: int | Linea: 251
Token: ID | Lexema: limite | Linea: 251
Token: PAR_FIN | Lexema: :э | Linea: 251
Token: BLOQUE_INI | Lexema: ¿: | Linea: 251
Token: VAL | Lexema: val | Linea: 253
Token: INT | Lexema: int | Linea: 253
Token: ID | Lexema: contador | Linea: 253
Token: ASIGNACION | Lexema: Ͱ | Linea: 253
Token: LIT_INT | Lexema: 0 | Linea: 253
Token: FIN_EXPR | Lexema: » | Linea: 253
Token: WHILE | Lexema: while | Linea: 255
Token: PAR_INI | Lexema: є: | Linea: 255
Token: COR_INI | Lexema: ʃ: | Linea: 255
Token: ID | Lexema: contador | Linea: 255
Token: COR_FIN | Lexema: :ʅ | Linea: 255
Token: MENOR | Lexema: < | Linea: 255
Token: COR_INI | Lexema: ʃ: | Linea: 255
Token: LIT_INT | Lexema: 100 | Linea: 255
Token: COR_FIN | Lexema: :ʅ | Linea: 255
Token: PAR_FIN | Lexema: :э | Linea: 255
Token: BLOQUE_INI | Lexema: ¿: | Linea: 255
Token: ID | Lexema: contador | Linea: 257
Token: INCREMENTO | Lexema: ++ | Linea: 257
Token: FIN_EXPR | Lexema: » | Linea: 257
Token: IF | Lexema: if | Linea: 259
Token: PAR_INI | Lexema: є: | Linea: 259
Token: COR_INI | Lexema: ʃ: | Linea: 259
Token: ID | Lexema: contador | Linea: 259
Token: COR_FIN | Lexema: :ʅ | Linea: 259
Token: IGUAL | Lexema: == | Linea: 259
Token: COR_INI | Lexema: ʃ: | Linea: 259
Token: ID | Lexema: limite | Linea: 259
Token: COR_FIN | Lexema: :ʅ | Linea: 259
Token: PAR_FIN | Lexema: :э | Linea: 259
Token: BLOQUE_INI | Lexema: ¿: | Linea: 259
Token: BREAK | Lexema: break | Linea: 261
Token: FIN_EXPR | Lexema: » | Linea: 261
Token: BLOQUE_FIN | Lexema: :? | Linea: 263
Token: BLOQUE_FIN | Lexema: :? | Linea: 265
Token: RETURN | Lexema: return | Linea: 267
Token: ID | Lexema: contador | Linea: 267
Token: FIN_EXPR | Lexema: » | Linea: 267
Token: BLOQUE_FIN | Lexema: :? | Linea: 269
Token: FLOAT | Lexema: float | Linea: 275
Token: ID | Lexema: sensores | Linea: 275
Token: PAR_INI | Lexema: є: | Linea: 275
Token: FLOAT | Lexema: float | Linea: 275
Token: ID | Lexema: sensorA | Linea: 275
Token: COMA | Lexema: , | Linea: 275
Token: FLOAT | Lexema: float | Linea: 275
Token: ID | Lexema: sensorB | Linea: 275
Token: PAR_FIN | Lexema: :э | Linea: 275
Token: BLOQUE_INI | Lexema: ¿: | Linea: 275
Token: VAL | Lexema: val | Linea: 277
Token: STRING | Lexema: string | Linea: 277
Token: ID | Lexema: nombre | Linea: 277
Token: ASIGNACION | Lexema: Ͱ | Linea: 277
Token: LIT_STRING | Lexema: "Sensores" | Linea: 277
Token: FIN_EXPR | Lexema: » | Linea: 277
Token: VAL | Lexema: val | Linea: 278
Token: CHAR | Lexema: char | Linea: 278
Token: ID | Lexema: estado | Linea: 278
Token: ASIGNACION | Lexema: Ͱ | Linea: 278
Token: LIT_CHAR | Lexema: 'A' | Linea: 278
Token: FIN_EXPR | Lexema: » | Linea: 278
Token: VAL | Lexema: val | Linea: 280
Token: FLOAT | Lexema: float | Linea: 280
Token: ID | Lexema: promedio | Linea: 280
Token: ASIGNACION | Lexema: Ͱ | Linea: 280
Token: ID | Lexema: sensorA | Linea: 280
Token: SUMA | Lexema: + | Linea: 280
Token: ID | Lexema: sensorB | Linea: 280
Token: DIVISION | Lexema: / | Linea: 280
Token: LIT_FLOAT | Lexema: 2.5 | Linea: 280
Token: FIN_EXPR | Lexema: » | Linea: 280
Token: WRITE | Lexema: write | Linea: 282
Token: PAR_INI | Lexema: є: | Linea: 282
Token: ID | Lexema: nombre | Linea: 282
Token: PAR_FIN | Lexema: :э | Linea: 282
Token: FIN_EXPR | Lexema: » | Linea: 282
Token: WRITE | Lexema: write | Linea: 283
Token: PAR_INI | Lexema: є: | Linea: 283
Token: ID | Lexema: estado | Linea: 283
Token: PAR_FIN | Lexema: :э | Linea: 283
Token: FIN_EXPR | Lexema: » | Linea: 283
Token: WRITE | Lexema: write | Linea: 284
Token: PAR_INI | Lexema: є: | Linea: 284
Token: ID | Lexema: promedio | Linea: 284
Token: PAR_FIN | Lexema: :э | Linea: 284
Token: FIN_EXPR | Lexema: » | Linea: 284
Token: RETURN | Lexema: return | Linea: 286
Token: ID | Lexema: promedio | Linea: 286
Token: FIN_EXPR | Lexema: » | Linea: 286
Token: BLOQUE_FIN | Lexema: :? | Linea: 288
Token: VOID | Lexema: void | Linea: 295
Token: PRINCIPAL | Lexema: principal | Linea: 295
Token: PAR_INI | Lexema: є: | Linea: 295
Token: PAR_FIN | Lexema: :э | Linea: 295
Token: BLOQUE_INI | Lexema: ¿: | Linea: 295
Token: VAL | Lexema: val | Linea: 297
Token: INT | Lexema: int | Linea: 297
Token: ID | Lexema: numeroA | Linea: 297
Token: ASIGNACION | Lexema: Ͱ | Linea: 297
Token: LIT_INT | Lexema: 5 | Linea: 297
Token: FIN_EXPR | Lexema: » | Linea: 297
Token: VAL | Lexema: val | Linea: 298
Token: INT | Lexema: int | Linea: 298
Token: ID | Lexema: numeroB | Linea: 298
Token: ASIGNACION | Lexema: Ͱ | Linea: 298
Token: LIT_INT | Lexema: 3 | Linea: 298
Token: FIN_EXPR | Lexema: » | Linea: 298
Token: VAL | Lexema: val | Linea: 299
Token: INT | Lexema: int | Linea: 299
Token: ID | Lexema: resultado | Linea: 299
Token: FIN_EXPR | Lexema: » | Linea: 299
Token: VAL | Lexema: val | Linea: 301
Token: FLOAT | Lexema: float | Linea: 301
Token: ID | Lexema: resistencia | Linea: 301
Token: ASIGNACION | Lexema: Ͱ | Linea: 301
Token: LIT_FLOAT | Lexema: 2.5 | Linea: 301
Token: FIN_EXPR | Lexema: » | Linea: 301
Token: VAL | Lexema: val | Linea: 302
Token: FLOAT | Lexema: float | Linea: 302
Token: ID | Lexema: corriente | Linea: 302
Token: ASIGNACION | Lexema: Ͱ | Linea: 302
Token: LIT_FLOAT | Lexema: 1.5 | Linea: 302
Token: FIN_EXPR | Lexema: » | Linea: 302
Token: VAL | Lexema: val | Linea: 303
Token: FLOAT | Lexema: float | Linea: 303
Token: ID | Lexema: voltaje | Linea: 303
Token: FIN_EXPR | Lexema: » | Linea: 303
Token: VAL | Lexema: val | Linea: 305
Token: BOOL | Lexema: bool | Linea: 305
Token: ID | Lexema: activo | Linea: 305
Token: ASIGNACION | Lexema: Ͱ | Linea: 305
Token: LIT_BOOL | Lexema: true | Linea: 305
Token: FIN_EXPR | Lexema: » | Linea: 305
Token: VAL | Lexema: val | Linea: 306
Token: BOOL | Lexema: bool | Linea: 306
Token: ID | Lexema: validacion | Linea: 306
Token: FIN_EXPR | Lexema: » | Linea: 306
Token: VAL | Lexema: val | Linea: 308
Token: CHAR | Lexema: char | Linea: 308
Token: ID | Lexema: estado | Linea: 308
Token: ASIGNACION | Lexema: Ͱ | Linea: 308
Token: LIT_CHAR | Lexema: 'A' | Linea: 308
Token: FIN_EXPR | Lexema: » | Linea: 308
Token: VAL | Lexema: val | Linea: 309
Token: STRING | Lexema: string | Linea: 309
Token: ID | Lexema: mensaje | Linea: 309
Token: ASIGNACION | Lexema: Ͱ | Linea: 309
Token: LIT_STRING | Lexema: "InicioSistema" | Linea: 309
Token: FIN_EXPR | Lexema: » | Linea: 309
Token: WRITE | Lexema: write | Linea: 311
Token: PAR_INI | Lexema: є: | Linea: 311
Token: ID | Lexema: mensaje | Linea: 311
Token: PAR_FIN | Lexema: :э | Linea: 311
Token: FIN_EXPR | Lexema: » | Linea: 311
Token: WRITE | Lexema: write | Linea: 312
Token: PAR_INI | Lexema: є: | Linea: 312
Token: ID | Lexema: estado | Linea: 312
Token: PAR_FIN | Lexema: :э | Linea: 312
Token: FIN_EXPR | Lexema: » | Linea: 312
Token: ID | Lexema: resultado | Linea: 314
Token: ASIGNACION | Lexema: Ͱ | Linea: 314
Token: ID | Lexema: sumar | Linea: 314
Token: PAR_INI | Lexema: є: | Linea: 314
Token: ID | Lexema: numeroA | Linea: 314
Token: COMA | Lexema: , | Linea: 314
Token: ID | Lexema: numeroB | Linea: 314
Token: PAR_FIN | Lexema: :э | Linea: 314
Token: FIN_EXPR | Lexema: » | Linea: 314
Token: WRITE | Lexema: write | Linea: 316
Token: PAR_INI | Lexema: є: | Linea: 316
Token: ID | Lexema: resultado | Linea: 316
Token: PAR_FIN | Lexema: :э | Linea: 316
Token: FIN_EXPR | Lexema: » | Linea: 316
Token: ID | Lexema: resultado | Linea: 318
Token: ASIGNACION | Lexema: Ͱ | Linea: 318
Token: ID | Lexema: duplicar | Linea: 318
Token: PAR_INI | Lexema: є: | Linea: 318
Token: ID | Lexema: resultado | Linea: 318
Token: PAR_FIN | Lexema: :э | Linea: 318
Token: FIN_EXPR | Lexema: » | Linea: 318
Token: WRITE | Lexema: write | Linea: 320
Token: PAR_INI | Lexema: є: | Linea: 320
Token: ID | Lexema: resultado | Linea: 320
Token: PAR_FIN | Lexema: :э | Linea: 320
Token: FIN_EXPR | Lexema: » | Linea: 320
Token: ID | Lexema: voltaje | Linea: 322
Token: ASIGNACION | Lexema: Ͱ | Linea: 322
Token: ID | Lexema: calcularVoltaje | Linea: 322
Token: PAR_INI | Lexema: є: | Linea: 322
Token: ID | Lexema: resistencia | Linea: 322
Token: COMA | Lexema: , | Linea: 322
Token: ID | Lexema: corriente | Linea: 322
Token: PAR_FIN | Lexema: :э | Linea: 322
Token: FIN_EXPR | Lexema: » | Linea: 322
Token: WRITE | Lexema: write | Linea: 324
Token: PAR_INI | Lexema: є: | Linea: 324
Token: ID | Lexema: voltaje | Linea: 324
Token: PAR_FIN | Lexema: :э | Linea: 324
Token: FIN_EXPR | Lexema: » | Linea: 324
Token: ID | Lexema: validacion | Linea: 326
Token: ASIGNACION | Lexema: Ͱ | Linea: 326
Token: ID | Lexema: compararValores | Linea: 326
Token: PAR_INI | Lexema: є: | Linea: 326
Token: ID | Lexema: numeroA | Linea: 326
Token: COMA | Lexema: , | Linea: 326
Token: ID | Lexema: numeroB | Linea: 326
Token: PAR_FIN | Lexema: :э | Linea: 326
Token: FIN_EXPR | Lexema: » | Linea: 326
Token: WRITE | Lexema: write | Linea: 328
Token: PAR_INI | Lexema: є: | Linea: 328
Token: ID | Lexema: validacion | Linea: 328
Token: PAR_FIN | Lexema: :э | Linea: 328
Token: FIN_EXPR | Lexema: » | Linea: 328
Token: ID | Lexema: operaciones | Linea: 330
Token: PAR_INI | Lexema: є: | Linea: 330
Token: ID | Lexema: numeroA | Linea: 330
Token: COMA | Lexema: , | Linea: 330
Token: ID | Lexema: numeroB | Linea: 330
Token: PAR_FIN | Lexema: :э | Linea: 330
Token: FIN_EXPR | Lexema: » | Linea: 330
Token: ID | Lexema: clasificar | Linea: 332
Token: PAR_INI | Lexema: є: | Linea: 332
Token: ID | Lexema: resultado | Linea: 332
Token: PAR_FIN | Lexema: :э | Linea: 332
Token: FIN_EXPR | Lexema: » | Linea: 332
Token: ID | Lexema: contar | Linea: 334
Token: PAR_INI | Lexema: є: | Linea: 334
Token: LIT_INT | Lexema: 5 | Linea: 334
Token: PAR_FIN | Lexema: :э | Linea: 334
Token: FIN_EXPR | Lexema: » | Linea: 334
Token: ID | Lexema: recorrer | Linea: 336
Token: PAR_INI | Lexema: є: | Linea: 336
Token: LIT_INT | Lexema: 10 | Linea: 336
Token: PAR_FIN | Lexema: :э | Linea: 336
Token: FIN_EXPR | Lexema: » | Linea: 336
Token: ID | Lexema: trabajarArreglo | Linea: 338
Token: PAR_INI | Lexema: є: | Linea: 338
Token: PAR_FIN | Lexema: :э | Linea: 338
Token: FIN_EXPR | Lexema: » | Linea: 338
Token: ID | Lexema: validar | Linea: 340
Token: PAR_INI | Lexema: є: | Linea: 340
Token: LIT_INT | Lexema: 20 | Linea: 340
Token: COMA | Lexema: , | Linea: 340
Token: ID | Lexema: activo | Linea: 340
Token: PAR_FIN | Lexema: :э | Linea: 340
Token: FIN_EXPR | Lexema: » | Linea: 340
Token: ID | Lexema: invertir | Linea: 342
Token: PAR_INI | Lexema: є: | Linea: 342
Token: ID | Lexema: activo | Linea: 342
Token: PAR_FIN | Lexema: :э | Linea: 342
Token: FIN_EXPR | Lexema: » | Linea: 342
Token: ID | Lexema: solicitarNumero | Linea: 344
Token: PAR_INI | Lexema: є: | Linea: 344
Token: PAR_FIN | Lexema: :э | Linea: 344
Token: FIN_EXPR | Lexema: » | Linea: 344
Token: ID | Lexema: buscarLimite | Linea: 346
Token: PAR_INI | Lexema: є: | Linea: 346
Token: LIT_INT | Lexema: 15 | Linea: 346
Token: PAR_FIN | Lexema: :э | Linea: 346
Token: FIN_EXPR | Lexema: » | Linea: 346
Token: ID | Lexema: sensores | Linea: 348
Token: PAR_INI | Lexema: є: | Linea: 348
Token: LIT_FLOAT | Lexema: 2.5 | Linea: 348
Token: COMA | Lexema: , | Linea: 348
Token: LIT_FLOAT | Lexema: 3.5 | Linea: 348
Token: PAR_FIN | Lexema: :э | Linea: 348
Token: FIN_EXPR | Lexema: » | Linea: 348
Token: BLOQUE_FIN | Lexema: :? | Linea: 352
